battery_id,manufacturer,chemistry,capacity_kWh,charge_cycles,avg_temp_celsius,discharge_rate_c,charge_rate_c,avg_soc_percent,storage_time_months,fast_charge_ratio,calendar_age_years,capacity_retained_percent
BAT002153,BYD,NCA,40.0,364.0,26.32,1.443,1.128,56.75,1.3,0.458,0.77,90.39
BAT005551,Panasonic,LFP,69.59,741.0,31.71,1.122,,52.68,3.4,0.425,1.69,87.55
BAT002948,LG Chem,LFP,85.6,412.0,,0.5,0.846,55.15,0.5,0.349,,84.87
BAT009565,Panasonic,NCA,88.83,245.0,18.51,1.051,1.635,68.97,1.6,0.137,0.1,96.35
BAT008029,LG Chem,NMC,110.33,463.0,25.46,1.301,1.081,40.77,8.9,0.229,4.85,85.18
BAT003879,CATL,NMC,70.99,644.0,25.31,0.515,,33.01,2.4,0.16,7.69,80.95
BAT005937,CATL,NMC,70.27,664.0,20.06,0.5,1.001,55.15,10.4,0.483,0.1,87.47
BAT007208,LG Chem,,84.88,551.0,14.11,1.268,1.137,22.05,4.5,,2.41,88.24
BAT005365,LG Chem,NMC,85.14,1101.0,16.21,1.428,1.622,43.93,5.6,0.196,0.36,88.85
BAT010867,Tesla,NMC,115.16,202.0,15.12,0.65,0.564,81.35,3.2,0.262,1.49,92.68
BAT007256,CATL,NMC,85.19,578.0,24.29,0.5,1.469,61.88,1.7,0.415,,73.93
BAT014602,Panasonic,NMC,94.71,413.0,6.48,1.045,0.815,62.97,0.2,0.114,5.25,
BAT008064,Tesla,LFP,44.56,367.0,25.25,0.896,1.174,10.98,5.6,0.119,12.0,85.32
BAT003024,,NCA,43.3,428.0,14.53,1.134,0.5,57.84,2.5,0.153,1.15,91.92
BAT010849,Samsung SDI,NCA,74.27,680.0,20.13,0.5,0.698,63.45,1.3,0.128,2.69,86.81
BAT003542,BYD,,77.23,1182.0,18.63,0.5,0.932,59.04,1.6,0.402,1.6,79.34
BAT003280,BYD,LFP,70.89,1127.0,22.81,0.769,0.722,61.47,22.4,0.015,3.24,83.66
BAT008424,Tesla,LFP,84.41,341.0,40.32,0.5,0.923,50.83,1.7,,1.54,88.05
BAT006741,Tesla,NMC,55.06,333.0,34.9,1.03,1.105,64.2,9.9,0.361,3.53,83.75
BAT014283,CATL,NCA,65.48,435.0,30.79,1.404,1.797,47.91,0.6,0.099,0.34,93.88
BAT008754,Tesla,NMC,63.88,722.0,25.63,1.075,1.277,59.51,6.6,0.229,0.32,92.5
BAT010812,BYD,NCA,99.97,,39.38,,0.5,77.95,10.3,0.426,0.16,80.65
BAT002805,,NCA,57.39,1328.0,31.36,,0.976,46.35,11.1,0.033,1.4,79.43
BAT002212,BYD,NMC,78.78,362.0,25.04,0.889,0.583,27.68,0.0,0.096,0.17,96.05
BAT012543,Samsung SDI,NMC,49.01,558.0,26.97,0.5,0.632,42.96,3.2,0.607,5.26,80.72
BAT008238,BYD,LFP,74.52,865.0,27.18,0.5,1.427,45.22,5.1,0.214,2.81,87.95
BAT010982,CATL,NMC,94.36,2149.0,25.52,0.838,0.898,90.0,0.5,0.358,0.25,69.88
BAT003134,CATL,NMC,98.13,262.0,36.83,1.489,0.905,,5.0,0.184,1.19,92.04
BAT007133,CATL,NMC,80.37,575.0,-7.36,0.5,1.051,42.72,7.2,0.121,4.66,88.9
BAT008843,Panasonic,LFP,91.08,1087.0,45.2,1.89,1.033,55.09,6.1,0.218,2.56,80.77
BAT007782,Tesla,NMC,72.68,1974.0,23.66,1.449,0.5,90.0,2.7,0.276,0.23,76.97
BAT004321,CATL,NMC,101.54,1136.0,15.96,0.5,0.711,63.29,16.2,0.122,0.15,90.34
BAT006854,BYD,NMC,80.31,945.0,38.93,1.317,0.936,,0.4,0.104,3.95,79.72
BAT002108,Samsung SDI,NCA,56.52,767.0,24.31,1.086,0.882,75.37,1.8,0.311,,86.82
BAT005129,Panasonic,NMC,94.9,710.0,27.6,1.211,1.476,68.15,3.3,0.396,1.13,86.65
BAT009649,CATL,LFP,66.43,628.0,29.66,1.291,0.516,47.48,1.4,0.397,1.72,92.18
BAT011321,CATL,NMC,59.0,402.0,36.36,0.5,1.212,67.9,0.8,0.04,1.58,89.48
BAT003974,CATL,,,750.0,13.91,0.5,0.8,29.84,0.9,0.228,2.83,87.24
BAT010864,LG Chem,NMC,50.89,618.0,28.29,1.372,1.096,48.67,0.1,0.356,0.1,87.46
BAT003035,Panasonic,LFP,78.81,404.0,32.0,1.462,1.28,54.94,5.3,0.094,3.1,92.8
BAT010815,CATL,NCA,92.27,785.0,34.27,2.025,0.5,53.79,,0.112,1.14,84.5
BAT009735,BYD,LFP,74.0,177.0,28.08,0.682,0.931,51.36,2.7,0.388,2.62,88.78
BAT004664,BYD,NMC,75.78,1523.0,33.89,1.027,0.758,46.89,6.0,0.074,0.55,82.64
BAT008395,BYD,LFP,76.9,634.0,19.0,1.741,0.5,58.66,0.8,0.259,0.37,92.81
BAT003287,LG Chem,NMC,60.3,661.0,21.63,1.839,1.497,90.0,4.6,0.015,2.5,87.16
BAT002368,CATL,NCA,112.79,400.0,36.95,1.799,0.781,,3.8,0.17,0.1,90.15
BAT009699,CATL,LFP,89.73,429.0,24.07,0.638,0.92,70.23,3.4,0.467,5.76,89.62
BAT011524,Tesla,NMC,81.24,912.0,36.89,1.037,1.498,61.88,1.4,0.112,0.93,86.89
BAT000441,Tesla,NCA,95.23,700.0,42.84,0.5,0.874,,0.1,0.46,0.46,79.71
BAT012635,BYD,NMC,102.24,941.0,17.17,1.693,1.377,,5.5,0.16,0.23,86.95
BAT012055,BYD,LFP,84.89,50.0,18.05,0.74,0.947,50.31,5.7,,6.87,89.66
BAT007888,LG Chem,NMC,72.42,800.0,18.99,1.114,0.808,79.64,0.8,0.721,3.02,80.63
BAT004693,Panasonic,NMC,86.77,840.0,13.37,0.5,0.959,52.18,7.4,0.143,1.35,89.54
BAT013424,CATL,NMC,94.71,603.0,21.78,0.5,1.127,61.97,3.3,0.029,2.98,91.02
BAT009316,Tesla,NMC,60.69,495.0,25.49,1.636,0.5,48.72,2.7,0.407,6.36,78.96
BAT009846,LG Chem,NMC,45.62,216.0,,1.551,1.084,38.99,17.3,0.252,6.58,88.8
BAT001225,LG Chem,NMC,87.11,626.0,26.26,0.735,0.841,23.41,3.6,0.472,1.02,
BAT008542,CATL,LFP,74.53,797.0,32.17,1.528,0.848,47.49,11.8,0.379,1.23,86.39
BAT002593,CATL,NMC,91.54,838.0,16.71,0.665,1.072,,0.0,0.401,0.37,85.55
BAT003248,LG Chem,LFP,,559.0,28.13,1.99,0.5,48.21,13.9,0.118,4.03,91.44
BAT002813,CATL,NMC,87.03,864.0,24.95,1.312,,65.41,5.6,0.383,1.63,87.35
BAT014691,BYD,NCA,87.03,748.0,36.53,1.165,1.066,55.74,8.1,0.378,1.21,
BAT006858,Panasonic,LFP,77.0,1250.0,29.25,0.582,1.599,32.95,0.2,0.484,0.11,84.07
BAT008234,CATL,NMC,76.91,803.0,24.51,1.646,1.265,50.31,1.3,0.111,1.29,90.87
BAT002692,CATL,NMC,82.98,1187.0,29.29,0.5,,71.13,7.0,0.538,0.73,82.73
BAT004133,CATL,NMC,80.08,251.0,30.02,0.5,1.326,51.96,0.1,0.103,2.27,88.69
BAT006746,Samsung SDI,NCA,76.02,490.0,6.56,0.888,0.562,36.58,1.0,,0.58,91.03
BAT006780,,NMC,87.61,544.0,23.42,1.429,0.593,41.66,0.1,0.155,0.21,93.44
BAT002250,Tesla,NCA,60.18,1593.0,24.19,0.774,1.431,66.21,2.7,0.113,6.5,70.75
BAT002553,BYD,NMC,84.06,833.0,28.82,0.5,,63.39,1.6,0.438,3.15,78.14
BAT008675,Tesla,NMC,77.74,381.0,21.26,1.161,0.672,67.8,2.4,0.123,3.14,91.8
BAT010549,Panasonic,LFP,,397.0,26.48,1.214,0.634,70.53,2.1,0.007,3.62,92.96
BAT010068,BYD,NCA,102.21,638.0,38.21,1.173,,49.83,0.8,0.247,0.1,82.12
BAT007343,CATL,NMC,60.88,772.0,26.0,0.844,,43.63,0.5,0.458,1.23,85.35
BAT003650,Samsung SDI,LFP,92.85,420.0,11.98,1.055,0.511,50.8,7.2,0.459,0.79,91.54
BAT000381,Tesla,NCA,82.39,1708.0,23.69,0.857,0.941,,6.4,0.182,0.22,76.84
BAT011365,Panasonic,NMC,71.36,253.0,,0.5,0.69,57.93,2.1,0.048,1.15,90.48
BAT005750,CATL,NMC,77.85,584.0,,0.5,0.735,37.88,1.9,0.698,0.33,88.86
BAT007211,LG Chem,NMC,75.74,850.0,31.89,0.98,2.045,56.34,8.2,0.097,3.69,84.83
BAT014416,CATL,LFP,64.74,582.0,25.49,1.552,0.985,,0.0,0.258,1.86,92.29
BAT008016,BYD,NMC,84.21,317.0,23.93,0.953,0.532,63.36,1.7,0.097,0.66,94.54
BAT001361,Samsung SDI,NMC,56.52,988.0,10.86,0.88,1.517,34.2,17.1,0.021,3.98,84.59
BAT003197,Samsung SDI,LFP,70.65,50.0,25.15,0.5,1.013,23.39,8.7,0.097,,35.82
BAT002038,Tesla,NMC,67.95,667.0,26.9,1.261,1.026,58.77,5.9,0.218,5.16,83.65
BAT000487,Tesla,NCA,52.61,1718.0,30.06,1.419,1.163,45.2,2.9,0.47,1.43,66.85
BAT009936,Tesla,LFP,103.09,889.0,22.27,0.5,1.369,,0.2,0.37,3.87,87.01
BAT012017,Tesla,LFP,90.35,656.0,23.0,1.347,1.07,73.88,1.5,0.042,0.75,94.16
BAT000784,Panasonic,NMC,96.28,617.0,21.15,0.5,0.867,69.91,0.4,0.235,1.15,92.1
BAT008127,Tesla,NMC,65.02,124.0,37.95,1.021,0.667,56.03,0.5,0.234,1.01,92.05
BAT007035,LG Chem,NCA,103.25,581.0,28.76,2.343,1.394,62.09,1.6,0.441,0.42,85.51
BAT010101,Samsung SDI,,50.64,478.0,24.71,0.5,1.096,41.71,7.0,0.212,0.16,93.15
BAT014798,Tesla,NMC,95.98,384.0,31.4,1.947,0.99,61.94,0.9,,2.99,89.95
BAT003239,CATL,NMC,63.51,1234.0,11.41,1.277,0.893,35.95,1.7,0.473,1.46,82.45
BAT006370,BYD,NMC,42.84,375.0,34.62,,1.259,47.92,5.5,0.203,0.93,90.11
BAT009756,Panasonic,LFP,59.31,610.0,24.45,1.022,,78.49,0.3,0.582,0.97,91.63
BAT011354,CATL,LFP,63.29,611.0,20.78,0.5,1.587,61.51,0.4,0.13,1.51,90.34
BAT010253,Tesla,NMC,57.81,746.0,25.63,1.994,,83.46,1.4,0.775,1.15,83.24
BAT014962,BYD,NMC,97.32,823.0,22.08,1.928,1.141,55.96,,0.311,1.86,
BAT008356,Panasonic,NCA,78.27,2063.0,23.75,2.034,1.122,51.25,2.5,0.022,3.82,73.77
BAT006591,LG Chem,LFP,79.68,1086.0,28.13,0.742,0.5,47.89,5.7,0.279,1.79,84.96
BAT008199,CATL,LFP,58.86,985.0,3.92,0.5,1.2,43.24,2.6,0.295,0.19,87.89
BAT013311,Panasonic,NMC,98.09,,31.14,1.866,0.952,21.16,0.4,0.171,1.24,
BAT001916,BYD,NMC,87.89,540.0,27.15,0.5,1.26,60.8,0.8,0.244,1.69,88.67
BAT008544,CATL,NCA,103.74,1803.0,,1.044,1.308,36.41,3.8,0.148,4.09,69.09
BAT009719,Tesla,NMC,74.62,729.0,31.93,0.909,1.234,29.61,5.9,,1.47,86.53
BAT007583,Tesla,NMC,91.03,623.0,32.8,2.073,0.912,74.83,2.2,0.163,2.89,85.93
BAT010631,CATL,NMC,54.66,1591.0,28.3,,1.662,42.48,2.3,0.467,1.1,81.15
BAT012006,Samsung SDI,NMC,81.95,50.0,34.9,0.774,1.518,85.89,10.6,0.037,0.19,97.1
BAT003465,Tesla,NMC,70.57,502.0,18.5,1.303,1.056,53.81,6.8,0.025,2.83,
BAT002139,Tesla,LFP,66.23,780.0,36.68,0.798,0.982,32.03,4.5,0.161,0.2,90.9
BAT013528,Panasonic,NMC,94.55,1010.0,28.73,0.963,1.434,36.31,11.5,0.034,0.92,88.71
BAT011985,LG Chem,,82.2,629.0,33.16,0.5,1.269,61.89,7.2,0.273,1.06,
BAT000743,BYD,NCA,48.05,406.0,24.12,1.462,0.621,78.52,7.7,0.671,6.45,77.32
BAT008569,LG Chem,LFP,67.84,1299.0,33.92,1.011,0.863,67.58,1.5,0.177,1.3,84.5
BAT011530,CATL,NMC,80.25,608.0,31.77,1.567,0.994,43.39,11.0,0.176,4.64,89.59
BAT009775,BYD,NMC,76.69,529.0,24.57,1.115,0.717,43.52,,0.088,2.98,92.11
BAT006760,Panasonic,NMC,85.27,394.0,35.36,0.5,0.618,60.68,5.4,0.136,5.56,84.49
BAT014069,BYD,LFP,51.53,546.0,27.47,0.5,0.806,41.78,0.1,0.4,1.02,85.86
BAT013862,Panasonic,NMC,80.74,458.0,31.78,0.653,0.824,83.35,0.8,0.513,3.95,84.73
BAT004481,Tesla,NMC,72.43,902.0,7.29,0.54,0.912,24.55,3.0,0.178,0.13,87.15
BAT003443,Panasonic,NCA,105.74,1180.0,30.61,0.818,0.5,62.83,0.2,0.419,1.04,76.79
BAT011861,Samsung SDI,LFP,65.46,837.0,32.29,0.5,0.931,57.82,16.3,0.256,,86.57
BAT004522,CATL,LFP,103.8,577.0,34.39,0.636,1.442,,3.8,0.056,0.22,92.97
BAT002848,Panasonic,NMC,67.78,626.0,21.54,0.845,1.102,79.5,2.1,,1.37,89.08
BAT014066,Samsung SDI,NMC,63.44,1542.0,22.25,0.5,1.41,,7.1,0.18,2.55,79.15
BAT012909,BYD,,64.79,851.0,14.97,1.568,1.723,60.95,0.3,0.265,2.2,88.9
BAT007019,Panasonic,NCA,98.67,581.0,20.76,0.5,0.941,54.41,0.1,0.471,6.55,81.13
BAT009179,CATL,NCA,76.3,479.0,24.99,1.883,0.791,64.28,9.1,0.342,1.03,85.91
BAT014604,Panasonic,NMC,60.5,366.0,22.12,0.5,0.5,55.24,2.5,0.409,2.64,88.32
BAT006866,Panasonic,NCA,,511.0,14.19,0.5,,81.62,0.2,0.274,6.37,79.95
BAT006699,BYD,NMC,71.04,732.0,27.0,0.996,0.805,,,0.191,,91.18
BAT014222,Samsung SDI,NMC,54.79,331.0,28.28,0.744,0.717,46.42,0.4,0.192,0.16,91.29
BAT013484,Tesla,NMC,88.44,585.0,29.97,1.063,0.512,40.57,,0.252,0.1,90.85
BAT006356,Samsung SDI,NMC,76.83,557.0,10.64,0.5,0.52,55.39,10.5,0.065,2.36,91.37
BAT001835,BYD,LFP,72.94,883.0,27.12,0.662,0.749,45.67,1.1,0.257,2.75,88.02
BAT009685,CATL,NMC,56.29,1882.0,17.74,0.961,1.222,52.25,5.2,0.066,0.1,80.54
BAT008898,CATL,LFP,68.88,305.0,34.43,0.5,1.283,41.6,1.6,,1.23,94.55
BAT012584,BYD,NCA,60.98,942.0,,1.793,0.781,47.24,0.4,0.449,0.1,84.53
BAT014864,CATL,NMC,92.84,566.0,20.84,0.5,0.895,34.69,2.0,0.589,2.43,82.53
BAT005704,Panasonic,NCA,59.5,300.0,22.54,1.15,1.259,42.04,1.1,0.137,0.21,96.66
BAT004802,Tesla,NMC,60.93,234.0,24.82,1.184,0.997,68.6,3.4,0.129,0.4,92.42
BAT009304,LG Chem,NMC,88.45,569.0,16.06,1.484,0.822,41.36,9.4,0.441,,85.51
BAT010778,BYD,NMC,51.41,828.0,14.23,,0.5,48.47,2.6,0.857,1.21,80.34
BAT013422,Panasonic,NMC,69.07,773.0,19.24,1.407,0.5,38.75,5.1,0.22,5.22,84.23
BAT009437,BYD,NMC,57.65,1028.0,28.4,2.311,0.773,,3.1,0.168,2.99,86.46
BAT003004,CATL,LFP,,561.0,26.65,2.408,0.945,35.3,8.9,0.074,0.55,92.03
BAT000024,Panasonic,,67.08,499.0,14.86,0.602,,47.98,1.7,0.188,1.16,93.14
BAT012005,LG Chem,NMC,61.57,460.0,18.33,0.5,0.5,76.34,3.7,0.747,0.35,88.3
BAT003525,Tesla,NMC,95.56,,17.5,0.683,0.573,74.68,0.2,0.234,2.14,91.5
BAT010957,LG Chem,NMC,103.73,899.0,35.07,0.5,1.169,75.24,0.5,0.088,0.92,
BAT012161,Panasonic,,62.24,1183.0,23.78,1.337,1.314,57.38,6.0,,4.07,82.82
BAT009630,LG Chem,NMC,83.49,474.0,37.69,,1.334,64.86,2.6,0.122,3.94,87.47
BAT001310,BYD,NMC,60.27,1143.0,16.98,1.046,0.991,35.62,7.3,0.415,5.6,80.92
BAT014418,CATL,LFP,61.58,50.0,,1.568,0.628,53.95,1.7,0.137,3.17,91.23
BAT008396,CATL,NMC,89.18,610.0,17.48,0.5,0.675,59.73,5.6,0.153,4.23,86.11
BAT003476,BYD,LFP,69.83,373.0,35.1,0.723,1.537,39.47,1.5,0.072,12.0,86.53
BAT000790,Samsung SDI,NCA,97.5,135.0,30.97,1.864,0.5,84.78,2.8,0.073,0.86,96.1
BAT011885,BYD,LFP,55.54,668.0,26.06,1.401,1.404,45.85,6.0,0.15,2.94,85.82
BAT011907,BYD,NMC,71.01,659.0,25.99,1.311,1.85,85.22,1.5,0.405,2.87,84.89
BAT007016,BYD,LFP,105.86,507.0,21.77,1.767,0.932,18.53,8.6,0.07,5.79,92.25
BAT003285,LG Chem,NCA,73.47,658.0,28.69,0.799,0.796,26.17,5.2,0.066,3.14,83.84
BAT006464,Panasonic,LFP,93.08,526.0,23.84,1.279,0.99,52.99,4.7,0.377,3.67,90.07
BAT002515,CATL,LFP,72.22,1114.0,,0.5,0.5,24.73,3.7,0.047,,90.1
BAT006146,Tesla,LFP,67.56,650.0,26.06,1.135,,12.37,0.5,0.127,0.85,93.24
BAT004386,CATL,NCA,56.98,1810.0,28.92,,1.058,64.38,0.5,0.281,5.5,68.53
BAT010958,CATL,NMC,65.03,730.0,26.99,0.5,1.96,90.0,0.3,0.187,0.37,86.92
BAT004906,Tesla,NMC,76.16,,21.84,1.299,0.961,69.63,,0.162,0.78,88.16
BAT008733,Panasonic,NMC,45.4,541.0,26.02,1.31,0.94,57.89,15.0,,2.31,90.03
BAT013029,Tesla,NMC,,515.0,,0.557,0.7,76.12,0.2,0.103,1.79,93.31
BAT014326,Samsung SDI,NMC,65.39,2452.0,18.88,1.024,1.243,65.63,5.2,0.36,2.11,69.82
BAT005447,Panasonic,NMC,,429.0,34.42,0.885,1.024,46.53,4.9,0.278,2.6,85.05
BAT009420,LG Chem,NMC,71.42,434.0,27.52,0.596,0.901,10.0,8.1,0.206,6.85,86.17
BAT003689,Tesla,NMC,83.45,881.0,28.63,,0.977,56.63,0.6,0.227,2.76,86.61
BAT001396,BYD,NMC,88.67,637.0,20.29,1.147,,37.09,1.4,0.233,1.78,89.58
BAT014740,Panasonic,NMC,82.96,905.0,18.97,0.507,0.5,90.0,15.2,0.083,0.26,87.0
BAT010872,CATL,NMC,73.02,272.0,22.69,0.5,0.797,61.77,0.6,0.359,0.82,94.56
BAT005007,BYD,NCA,40.0,478.0,22.29,1.794,1.502,49.63,1.1,0.538,5.32,80.74
BAT005358,Samsung SDI,LFP,72.09,579.0,29.65,1.535,1.024,55.8,0.3,0.074,1.18,90.04
BAT014920,LG Chem,NMC,104.05,134.0,-9.06,0.5,0.5,44.93,0.5,0.333,2.1,
BAT007865,Panasonic,NMC,72.45,738.0,21.14,1.435,1.455,62.16,0.6,0.306,0.54,84.83
BAT005258,CATL,NCA,51.96,731.0,25.4,1.028,0.5,71.03,1.6,0.046,1.8,91.15
BAT005633,Tesla,LFP,78.37,238.0,19.01,0.975,0.937,51.36,0.5,0.162,1.84,92.74
BAT006806,BYD,NMC,53.24,781.0,20.95,0.743,1.074,62.95,12.4,0.297,,91.15
BAT009582,CATL,NMC,80.75,495.0,35.98,1.114,0.621,85.51,5.0,0.391,1.66,89.95
BAT013833,CATL,NMC,40.0,421.0,22.51,,1.236,70.12,2.0,0.175,2.15,90.04
BAT005435,CATL,LFP,90.36,943.0,23.41,0.74,0.5,43.53,2.5,0.336,7.37,81.06
BAT007417,Panasonic,NCA,61.86,913.0,44.86,1.111,0.5,68.12,3.5,,0.1,80.82
BAT010334,CATL,NCA,66.85,438.0,29.3,1.434,1.46,72.08,0.6,0.083,2.1,91.91
BAT008129,BYD,LFP,74.69,238.0,14.41,1.656,1.767,60.12,,0.254,0.66,96.37
BAT013232,LG Chem,NMC,64.7,774.0,12.19,,0.772,65.15,4.9,0.149,3.21,85.0
BAT005884,Samsung SDI,NMC,68.18,511.0,24.11,1.678,1.035,57.26,1.2,0.101,2.36,90.58
BAT009488,Tesla,NCA,72.65,674.0,26.38,1.502,1.061,43.31,1.2,0.344,1.49,85.67
BAT003302,Samsung SDI,NMC,49.88,446.0,32.32,1.647,0.735,59.57,5.1,0.103,0.77,90.24
BAT012811,Panasonic,NMC,69.46,327.0,20.04,0.5,0.97,56.34,7.0,0.494,0.52,87.42
BAT010285,Tesla,NMC,80.69,1622.0,25.45,1.104,0.5,51.42,0.3,0.217,10.67,70.47
BAT010796,Panasonic,NMC,81.48,665.0,25.44,0.699,0.534,53.9,1.1,0.139,0.98,92.72
BAT014572,Samsung SDI,NCA,79.51,1430.0,32.69,1.434,0.837,56.22,2.0,0.443,2.7,71.21
BAT000713,LG Chem,NMC,95.05,1292.0,31.55,2.056,0.953,54.32,,0.069,1.87,79.71
BAT004280,LG Chem,NMC,72.64,794.0,,1.454,1.697,80.6,2.1,0.202,5.36,83.22
BAT014437,BYD,LFP,95.9,844.0,24.67,0.97,1.968,73.83,2.1,0.354,5.01,89.76
BAT008764,Samsung SDI,NMC,72.16,302.0,20.04,,0.573,10.0,2.0,0.434,1.03,90.24
BAT011317,,LFP,88.71,170.0,28.83,0.83,1.715,39.71,0.1,0.528,6.7,82.74
BAT010425,BYD,NCA,70.82,1041.0,17.84,0.644,1.612,68.92,8.9,0.353,1.94,80.4
BAT001823,CATL,NMC,47.79,626.0,,1.102,1.069,36.63,0.8,0.665,0.21,86.72
BAT009412,CATL,NMC,74.64,481.0,37.49,0.776,0.735,49.4,1.7,0.06,0.96,90.41
BAT006246,CATL,NCA,65.41,760.0,16.91,,,57.38,,0.297,0.51,88.43
BAT007526,CATL,NMC,86.2,1714.0,22.24,0.518,1.249,,2.2,0.737,2.39,73.84
BAT014047,Tesla,NMC,62.05,1017.0,11.07,0.5,0.87,54.41,2.8,0.604,1.3,81.03
BAT013677,Panasonic,NMC,80.79,1048.0,28.7,0.881,1.683,62.88,1.7,0.052,1.0,87.53
BAT008421,CATL,NMC,68.33,683.0,,1.475,1.578,60.48,1.8,0.081,6.24,84.65
BAT001978,LG Chem,NCA,86.75,1381.0,32.79,0.562,1.646,47.37,3.8,,,79.88
BAT011903,CATL,NMC,67.05,536.0,21.84,0.559,0.538,65.1,0.8,0.07,4.71,88.16
BAT003265,BYD,NMC,77.63,806.0,23.68,0.5,0.995,55.78,1.6,0.057,0.21,91.47
BAT011185,CATL,LFP,53.64,560.0,37.58,1.612,0.963,41.33,0.3,0.199,0.89,85.81
BAT004835,,NMC,82.85,206.0,27.87,0.962,1.37,60.47,4.7,0.113,0.1,96.56
BAT005062,Samsung SDI,LFP,90.71,770.0,30.91,1.65,0.934,54.01,12.9,,1.71,85.33
BAT000253,BYD,NMC,53.79,266.0,27.28,0.5,0.884,53.43,3.8,0.053,1.05,99.94
BAT014349,Tesla,LFP,76.06,1365.0,27.52,0.934,1.534,71.04,1.4,0.628,1.5,77.6
BAT002099,BYD,NMC,56.88,884.0,26.21,0.636,1.13,72.69,0.4,0.088,5.65,81.49
BAT006245,BYD,NMC,97.39,642.0,28.74,1.284,0.742,26.48,1.6,0.145,1.15,87.93
BAT013486,Samsung SDI,NMC,,685.0,,0.5,0.547,60.25,6.0,0.504,1.53,84.26
BAT003672,Tesla,NCA,74.76,489.0,22.43,1.587,0.746,66.82,4.0,0.202,3.84,84.04
BAT010799,BYD,NMC,94.93,1563.0,33.46,1.161,0.5,82.74,3.3,0.641,0.99,
BAT010633,Panasonic,NMC,67.77,1212.0,33.19,1.363,1.042,65.65,4.4,0.393,0.72,81.27
BAT007614,LG Chem,NMC,71.26,489.0,32.89,0.5,0.5,50.79,4.9,0.511,0.27,88.18
BAT013800,BYD,NMC,88.32,911.0,28.66,1.781,1.176,53.77,5.8,0.815,0.91,84.09
BAT004417,LG Chem,NMC,74.4,686.0,21.59,1.128,1.386,57.8,2.6,0.044,0.57,91.59
BAT014140,CATL,LFP,91.47,519.0,15.54,0.5,1.135,,2.1,0.493,2.33,
BAT010114,LG Chem,LFP,46.98,760.0,18.05,1.105,1.739,57.83,3.9,0.305,0.4,89.38
BAT005858,Tesla,NMC,112.28,502.0,14.16,0.95,1.537,55.82,1.5,0.183,1.29,94.76
BAT008646,LG Chem,LFP,82.89,1010.0,30.83,1.11,0.575,62.76,1.5,0.333,8.44,76.81
BAT006416,LG Chem,NMC,72.41,545.0,26.3,1.066,1.234,55.28,3.2,0.12,5.21,86.01
BAT006915,Panasonic,LFP,75.26,,29.71,0.5,,63.36,5.0,0.309,1.2,81.65
BAT011873,Panasonic,LFP,67.0,653.0,23.01,1.083,0.866,61.94,4.7,0.194,0.15,93.35
BAT002935,CATL,LFP,71.3,498.0,30.1,1.462,0.669,57.48,5.0,0.429,0.18,88.64
BAT006018,CATL,LFP,74.56,,16.61,0.88,1.216,43.26,1.1,0.215,7.26,88.94
BAT008230,LG Chem,NMC,79.89,756.0,32.17,1.159,0.685,55.85,,0.325,,84.93
BAT009295,Samsung SDI,,99.33,1291.0,25.9,1.233,0.962,54.34,4.3,0.228,1.69,83.58
BAT008361,,LFP,59.5,876.0,2.95,1.9,0.675,37.77,4.3,0.313,2.09,88.98
BAT006563,Tesla,NMC,59.29,742.0,42.12,1.42,0.86,59.85,2.0,0.227,0.76,87.08
BAT014904,,NMC,73.34,752.0,26.94,1.199,1.592,53.8,0.7,0.422,0.46,86.49
BAT012135,Tesla,NMC,54.81,843.0,32.66,0.698,0.972,,2.8,0.184,2.47,87.28
BAT008345,Samsung SDI,LFP,70.11,181.0,28.91,1.191,1.481,36.9,9.6,0.478,0.1,89.29
BAT013278,CATL,NMC,45.58,1911.0,11.81,1.281,1.893,37.61,1.1,0.117,6.91,72.05
BAT012944,BYD,NMC,74.67,987.0,,1.008,1.414,34.01,1.5,0.033,3.01,82.98
BAT007074,Tesla,NMC,83.1,446.0,30.62,0.5,1.288,23.86,1.0,0.152,1.09,91.97
BAT000057,Tesla,NMC,49.89,907.0,30.59,1.481,0.845,62.71,3.4,0.257,3.55,83.66
BAT003413,Tesla,NCA,107.99,245.0,32.37,0.5,1.127,83.55,4.8,0.298,0.16,91.63
BAT005585,LG Chem,NMC,78.75,648.0,,1.164,0.5,59.36,8.8,0.369,2.72,84.8
BAT002856,LG Chem,NCA,,295.0,29.19,1.075,0.5,65.68,17.1,0.72,2.1,82.84
BAT006210,Tesla,NMC,104.65,479.0,27.67,,,75.4,5.6,0.357,0.64,89.52
BAT002987,Tesla,,64.37,1002.0,32.9,1.073,0.5,75.69,7.8,0.091,1.49,85.16
BAT009554,CATL,NMC,88.36,602.0,16.46,,1.106,45.13,3.2,0.099,1.29,91.33
BAT006000,Tesla,NMC,75.31,99.0,31.93,0.5,0.889,86.95,24.0,0.166,2.31,92.5
BAT012439,Tesla,LFP,,868.0,,1.078,0.646,43.82,3.7,0.082,5.43,84.6
BAT012804,Tesla,NMC,95.73,395.0,31.83,1.291,0.506,58.63,0.9,0.313,0.1,93.48
BAT006190,Tesla,NCA,,130.0,24.4,1.407,1.246,70.76,11.5,0.592,1.84,87.54
BAT009944,CATL,NCA,62.61,203.0,23.99,0.5,0.509,55.97,3.3,0.198,0.71,96.69
BAT008349,LG Chem,NMC,86.74,821.0,24.76,,1.074,61.54,6.9,0.642,0.1,82.58
